YouTubers,25,17,33,56,76,28,79,60,16,43,45,82,24,67,11,8,72,32,0,63,44,70,27,21,12,41,54,53,37,74,19,87,84,13,29,68,55,20,10,9,5,49,40,6,80,1,30,77,3,35,26,81,59,22,75,83,14,57,86,18,73,2,71,69,52,39,7,31,66,15,46,23,50,85,47,38,4,64,51,48,34,78,58,42,36,61,62,65
25,1,0.543598079,0.499818512,0.468059787,0.326463786,0.656866523,0.749609286,0.676009619,0.260419974,0.695098599,0.642586667,0.643645553,0.529218851,0.680871982,0.58665002,0.629845788,0.347591905,0.3955818,0.333061667,0.644784162,0.349843521,0.539720311,0.395211081,0.622808061,0.321590489,0.534271351,0.532203283,0.269675463,0.260231741,0.705591184,0.28623844,0.284242837,0.563251393,0.197002658,0.617549407,0.262890267,0.353076978,0.354379612,0.519657413,0.218744133,0.342725754,0.510326274,0.542002425,0.346487726,0.524278567,0.39305874,0.610745294,0.54034334,0.529319589,0.294497291,0.315833737,0.369551518,0.233752444,0.542640026,0.56873313,0.34725894,0.502940729,0.611351649,0.588978573,0.398484373,0.369187943,0.286948857,0.652814582,0.601445823,0.255608047,0.441143306,0.842011985,0.794486015,0.458775667,0.25480576,0.380073117,0.484030466,0.259094278,0.249347306,0.853757298,0.384616495,0.214292557,0.429852548,0.164835866,0.103908724,-0.083709905,0.114751575,0.317108883,-0.077115212,0.101348179,0.180269759,0.194768249,-0.034480953
17,0.543598079,1,0.538881798,0.435114763,0.214339112,0.893619914,0.791888645,0.707725597,0.344367835,0.857353044,0.726136863,0.782608485,0.746272238,0.819904119,0.657196585,0.864184532,0.304451439,0.417966021,0.38487152,0.715294529,0.326641839,0.782877235,0.306974673,0.542669099,0.246965591,0.782849295,0.744385786,0.316129093,0.363739284,0.879162864,0.337752804,0.314232075,0.459421977,0.356252024,0.719199816,0.28434007,0.368224572,0.284562935,0.388983561,0.288291109,0.332385261,0.473643379,0.662225695,0.337714105,0.437514442,0.190748934,0.622135356,0.679868581,0.504991346,0.341909737,0.500777245,0.343474464,0.223031636,0.300431038,0.581722848,0.419684076,0.725329536,0.67744852,0.226063153,0.824685153,0.739470547,0.274790267,0.611819388,0.395457305,0.280803145,0.194569391,0.63493177,0.795562091,0.309772923,0.310187107,0.3091824,0.294288565,0.118961293,0.161443124,0.504894994,0.489013762,0.142156704,0.370901433,0.347264684,0.171426797,0.146529249,0.00762131,0.128887976,-0.007542686,0.108743866,0.142775682,0.101889802,0.013665513
33,0.499818512,0.538881798,1,0.478681494,0.447732062,0.506940742,0.464143915,0.696850556,0.408138092,0.552574907,0.667179883,0.632922412,0.371655854,0.580218665,0.397692727,0.543573506,0.890771916,0.933680291,0.919300683,0.448761229,0.356347846,0.483717994,0.840773762,0.832647766,0.896841403,0.384788172,0.354273154,0.924184923,0.329140459,0.562611768,0.145157294,0.105667927,0.839182008,0.362270246,0.377143362,0.901303312,0.872704724,0.504232641,0.311234083,0.421161065,0.300856255,0.323582812,0.294343709,0.926328491,0.309329862,0.342358177,0.798393984,0.378583653,0.347733368,0.714145675,0.656627609,0.911376089,0.655116127,0.30678667,0.472844651,0.818128998,0.401165095,0.324973293,0.393187934,0.534625659,0.620747441,0.408132988,0.465784498,0.558758461,0.312456681,0.367020901,0.38066429,0.615544709,0.338266297,0.353904958,0.463256361,0.273964648,0.368202318,0.370716797,0.51281681,0.391971706,0.457561983,0.284571696,0.233992184,0.100823762,0.16782581,-0.10792216,0.159678479,-0.043709002,0.1423902,0.205022637,0.136786912,-0.075136367
56,0.468059787,0.435114763,0.478681494,1,0.360468908,0.508533867,0.486849115,0.500860757,0.243146034,0.621408764,0.640977963,0.536178007,0.471978551,0.454042296,0.614270227,0.499832088,0.371145595,0.430559519,0.435576889,0.522087557,0.340413428,0.588322566,0.480662514,0.503336648,0.409640504,0.497607211,0.518621409,0.371821878,0.336405337,0.510724432,0.042931774,0.055659897,0.303481265,0.218140004,0.386306422,0.41564605,0.665713385,0.163174045,0.434289904,0.266263437,0.227160726,0.436223271,0.477351395,0.308995245,0.642527252,0.402081136,0.430835734,0.516295366,0.682328786,0.700862191,0.696825938,0.447235722,0.536921878,0.374886024,0.384594572,0.727269698,0.364877106,0.401055551,0.235860322,0.30638664,0.259054805,0.154792905,0.860680866,0.390533796,0.412377473,0.342522556,0.374417408,0.466047389,0.416052797,0.316637839,0.223778541,0.394929436,0.35475722,0.390283389,0.411105449,0.913818595,0.344690181,0.64895969,0.130326782,0.006503441,0.054626026,0.276977266,0.286852971,-0.01221914,0.375409794,-0.123575652,0.226116844,-0.315775276
76,0.326463786,0.214339112,0.447732062,0.360468908,1,0.086997989,0.19805602,0.209580558,0.697658757,0.195331629,0.09549568,0.07182419,0.143948645,0.119468019,0.251427992,0.177878998,0.563515626,0.374005057,0.396099896,0.240537907,0.818945461,0.212103635,0.401720361,0.256241116,0.552603414,0.207958009,0.230904524,0.475238206,0.818462484,0.108031837,0.173371947,0.195961708,0.302257312,0.810662863,0.192960777,0.458946501,0.449573619,0.604933247,0.640212959,0.851033842,0.720570634,0.158680756,0.196835362,0.450477458,0.317733803,0.740308401,0.157320502,0.415351322,0.292552682,0.350033124,0.207390377,0.461213596,0.422377979,0.153110124,0.239508129,0.39340509,0.206059621,0.215405058,0.461648485,0.080476471,0.144142222,0.780332743,0.396207343,0.578787669,0.740132271,0.605576146,0.22007842,0.367296082,0.80332203,0.736237134,0.63654413,0.117293392,0.94259995,0.939046558,0.372696016,0.366937444,0.940826965,0.347790133,0.123883514,0.123039799,0.160442519,-0.116767961,0.278790302,-0.092578636,0.120648625,-0.096515921,0.197587558,-0.024236469
28,0.656866523,0.893619914,0.506940742,0.508533867,0.086997989,1,0.915907329,0.762789327,0.170558329,0.952801843,0.788568151,0.824411437,0.88946032,0.924176507,0.71997817,0.968505798,0.266086065,0.427921491,0.356753371,0.8865535,0.159439308,0.91959882,0.348207864,0.621249335,0.260612797,0.905837262,0.88274287,0.272213976,0.150185874,0.925627404,0.334550488,0.2998064,0.436097586,0.134672756,0.879019097,0.27265837,0.405375181,0.161054719,0.305903741,0.094114507,0.141713736,0.536304841,0.755618521,0.326666422,0.357222994,0.136208708,0.670337744,0.553438147,0.529241763,0.346481656,0.458363939,0.377486541,0.178707716,0.299344599,0.551642039,0.426269322,0.864611434,0.830479278,0.211949061,0.782864322,0.668212988,0.097117452,0.623558807,0.361548762,0.105669591,0.124524207,0.737973321,0.789324097,0.212092825,0.109530608,0.164327904,0.303182468,0.028701303,0.074819162,0.486949268,0.500582214,0.02877855,0.293344647,0.216207544,0.153270464,0.089967165,0.091848544,0.0844376,0.000123676,0.233981377,0.138758583,0.187520626,-0.032310126
79,0.749609286,0.791888645,0.464143915,0.486849115,0.19805602,0.915907329,1,0.704891964,0.172008325,0.909950122,0.701521047,0.752900899,0.869653638,0.863396373,0.801863675,0.893723613,0.26535259,0.372100176,0.340402044,0.935537842,0.219283992,0.877671408,0.332401046,0.626944021,0.28325605,0.89753506,0.863480666,0.25506644,0.212782526,0.848561957,0.326095541,0.320004907,0.4155969,0.179590598,0.92449029,0.255638337,0.395055894,0.170553677,0.429146421,0.146102475,0.225707672,0.624587118,0.825052847,0.296098854,0.407100572,0.191358078,0.588962458,0.578438729,0.640155626,0.31779736,0.383199092,0.345144558,0.222244296,0.44791608,0.606157498,0.388241392,0.852209537,0.921180938,0.24788945,0.631309486,0.508678716,0.125218381,0.658194395,0.49193624,0.129054872,0.139775849,0.873722812,0.774225274,0.304305933,0.137522604,0.152688762,0.406907922,0.141445906,0.16081637,0.62053661,0.498442683,0.10788872,0.375086844,0.20929684,0.166165559,0.063000004,0.102271964,0.124490906,-0.035075374,0.252301448,0.09133073,0.222011212,-0.009020018
60,0.676009619,0.707725597,0.696850556,0.500860757,0.209580558,0.762789327,0.704891964,1,0.140750924,0.804871976,0.831502049,0.896035105,0.58264551,0.84968745,0.738192812,0.757359035,0.524808371,0.685093673,0.582774766,0.585929966,0.167578992,0.763759034,0.725853746,0.880221972,0.530290247,0.625116395,0.697261496,0.503267626,0.13133514,0.85655739,0.263011639,0.247080765,0.76083596,0.098647575,0.577925393,0.500742801,0.529534699,0.181079033,0.331697423,0.090839317,0.102379792,0.755365695,0.702253306,0.574066048,0.298116683,0.175048055,0.88834672,0.358933033,0.68657971,0.471119617,0.511986652,0.666642779,0.297075577,0.281325193,0.818039826,0.571521565,0.601965859,0.485099476,0.266511853,0.519122606,0.509184084,0.160255627,0.530575427,0.556081809,0.158078833,0.218911008,0.607113197,0.791510682,0.257972447,0.114789034,0.231617543,0.28101496,0.16894781,0.133056529,0.58705991,0.366677827,0.1282652,0.234774851,0.306297071,0.081128102,-0.023132689,0.000551543,0.127747395,-0.023835816,0.039436521,0.076475375,0.155082233,-0.095376132
16,0.260419974,0.344367835,0.408138092,0.243146034,0.697658757,0.170558329,0.172008325,0.140750924,1,0.159136491,0.23250695,0.179166134,0.147274009,0.146972388,0.112569826,0.222746775,0.290757693,0.248646902,0.285973298,0.184767065,0.904760516,0.148573243,0.128909299,0.060758764,0.367466502,0.171648374,0.093623747,0.34995323,0.876152055,0.188779398,0.336691343,0.336495484,0.108002637,0.905647648,0.141838327,0.372431246,0.292485661,0.89094505,0.469186343,0.869105696,0.813993311,0.092857213,0.090410574,0.312207655,0.248662392,0.81724561,0.190727865,0.48944175,0.137190226,0.454325607,0.44044056,0.225627695,0.586733756,0.096082018,0.223303332,0.265108145,0.182348835,0.150783538,0.677111831,0.298865954,0.249615346,0.922537924,0.297256053,0.211156071,0.878616502,0.717377911,0.136830658,0.283184813,0.538272845,0.959106257,0.910844342,0.124811913,0.629393362,0.692216598,0.2102014,0.27311195,0.688630222,0.248029487,0.067146063,-0.054021327,0.306152532,-0.017265168,0.231148936,0.05853379,0.064878286,-0.03280959,0.082214382,0.147314399
